customer_id,first_name,last_name,email,phone,address,city,state,zip,latitude,longitude,birth_date,gender,loyalty_tier,signup_date,marketing_opt_in,home_store_id
C001379,Skyler,Lopez,skyler.lopez1379@example.com,(285) 579-8662,30 Montgomery Street,Jersey City,NJ,07302,,,1951-12-22,,Silver,2023-07-14,False,S0002
C001380,Sam,Chen,sam.chen1380@example.com,(517) 801-5775,1741 Whitehorse-Mercerville Road,Mercerville,NJ,08619,,,1969-07-23,,Silver,2024-01-06,False,S0002
C001381,Sam,Rodriguez,sam.rodriguez1381@example.com,(538) 584-2136,51 Lincoln Road,Brooklyn,NY,11225,40.660858,-73.961106,1952-09-05,,None,2023-07-31,False,S0002
C001382,Sam,Wilson,sam.wilson1382@example.com,(520) 261-7753,149-88  255Th Street,Rosedale,NY,11422,40.650568,-73.734967,1997-03-02,,Gold,2024-03-24,True,S0002
C001383,Avery,Gonzalez,avery.gonzalez1383@example.com,(375) 332-9104,12 West 37Th Street,New York,NY,10018,40.750639,-73.983899,1994-02-11,,None,2024-08-23,False,S0002
C001384,Rowan,Martinez,rowan.martinez1384@example.com,(418) 774-1222,1918 Rockaway Pkwy,Brooklyn,NY,11236,40.635883,-73.892026,1972-04-04,,Gold,2024-01-14,False,S0002
C001385,Sage,Wang,sage.wang1385@example.com,(518) 526-9263,211 Conover Rd,East Windsor,NJ,08520,,,1999-06-19,,None,2024-05-18,False,S0002
C001386,Drew,Chen,drew.chen1386@example.com,(545) 425-1042,315 Carroll Street,Brooklyn,NY,11231,40.679361,-73.992155,1963-03-07,,None,2023-08-25,True,S0002
C001387,Taylor,Clark,taylor.clark1387@example.com,(705) 291-1432,531 East 20Th Street,New York,NY,10010,40.733439,-73.976427,1978-05-11,,None,2024-06-09,False,S0002
C001388,Jordan,Gonzalez,jordan.gonzalez1388@example.com,(761) 389-5706,3480 S. Clinton Ave,South Plainfield,NJ,07080,,,1986-10-20,,None,2024-02-28,True,S0002
C001389,Sam,Smith,sam.smith1389@example.com,(775) 703-7601,143 West 95Th Street Ground Floor,New York,NY,10025,40.792729,-73.969292,1964-09-05,,Gold,2023-08-09,True,S0002
C001390,Parker,Martinez,parker.martinez1390@example.com,(883) 469-7941,900 W 190Th St #1M,New York,NY,10040,40.857137,-73.935751,1994-03-21,,Silver,2024-01-03,True,S0002
C001391,Morgan,Kim,morgan.kim1391@example.com,(652) 550-7100,1114 48Th Street,Brooklyn,NY,11219,40.637989,-73.995536,1991-03-27,,Gold,2023-10-13,False,S0002
C001392,Riley,Garcia,riley.garcia1392@example.com,(247) 529-2083,213 20Th Street,Brooklyn,NY,11232,40.6625,-73.993811,2004-06-09,,Silver,2024-05-25,True,S0002
C001393,Jordan,Davis,jordan.davis1393@example.com,(727) 839-5535,1825 Park Ave,New York,NY,10035,40.805258,-73.938875,1956-08-24,,None,2023-10-12,True,S0002
C001394,Casey,Kim,casey.kim1394@example.com,(294) 604-9200,806 Macdonough Street,Brooklyn,NY,11233,40.684418,-73.914064,1972-07-02,,Silver,2023-11-24,False,S0002
C001395,Logan,Clark,logan.clark1395@example.com,(409) 305-7726,222 Outwater Lane,Garfield,NJ,07026,,,1957-06-10,,Silver,2024-02-01,False,S0002
C001396,Quinn,Khan,quinn.khan1396@example.com,(483) 362-5502,15 Bethany Street,New Brunswick,NJ,08901,,,2009-06-16,,None,2023-10-14,True,S0002
C001397,Skyler,Nguyen,skyler.nguyen1397@example.com,(483) 588-1860,176-184 Grand Street,New York,NY,10013,40.71952,-73.99785,1953-07-19,,None,2024-04-04,False,S0002
C001398,Casey,Khan,casey.khan1398@example.com,(832) 752-1793,10 Exchange Place,Jersey City,NJ,07302,,,1977-10-30,,Silver,2024-03-06,False,S0002
C001399,Rowan,Davis,rowan.davis1399@example.com,(636) 666-3135,35 E 58Th St.,Brooklyn,NY,11203,40.654657,-73.922896,1996-08-02,,None,2024-08-20,True,S0002
C001400,Cameron,Wang,cameron.wang1400@example.com,(597) 854-3875,201 East 36Th Street,New York,NY,10016,40.74696,-73.97705,2002-03-21,,None,2024-06-05,True,S0002
C001401,Drew,Wilson,drew.wilson1401@example.com,(326) 578-9651,3610 Broadway,New York,NY,10031,40.828681,-73.948794,1992-05-29,,Gold,2024-07-08,True,S0002
C001402,Logan,Davis,logan.davis1402@example.com,(586) 821-6138,157 Jerome Street,Roselle Park,NJ,07204,,,1997-04-09,,None,2023-08-29,False,S0002
C001403,Alex,Gonzalez,alex.gonzalez1403@example.com,(552) 717-4899,99 Wall St.,New York,NY,10005,40.705,-74.007156,1971-02-21,,None,2023-11-16,True,S0002
C001404,Elliot,Zhang,elliot.zhang1404@example.com,(214) 736-5136,221 East 201 St.,New York,NY,10458,40.872453,-73.886308,1988-09-24,,Silver,2024-08-08,True,S0002
C001405,Drew,Khan,drew.khan1405@example.com,(400) 365-8030,275 Park Avenue,Brooklyn,NY,11205,40.696012,-73.967562,1972-03-06,,Silver,2023-12-12,True,S0002
C001406,Parker,Smith,parker.smith1406@example.com,(383) 479-2191,17 Saint Nicholas Avenue,Westwood,NJ,07675,,,1991-03-19,,None,2024-04-07,True,S0002
C001407,Sage,Patel,sage.patel1407@example.com,(361) 492-6143,505 Johnson Avenue,Brooklyn,NY,11237,40.708628,-73.92692,1979-11-09,,None,2024-04-01,True,S0002
C001408,Reese,Nguyen,reese.nguyen1408@example.com,(315) 432-8047,210 Lake Drive East,Cherry Hill,NJ,08002,,,1998-09-17,,None,2023-10-19,True,S0002
C001409,Skyler,Smith,skyler.smith1409@example.com,(579) 888-3601,14 Bruckner Blvd,Bronx,NY,10454,40.807517,-73.929123,1965-01-01,,None,2024-01-19,True,S0002
C001410,Quinn,Wang,quinn.wang1410@example.com,(484) 676-7219,4003 80 Street,Elmhurst,NY,11373,40.746927,-73.885685,1961-10-23,,None,2024-07-04,False,S0002
C001411,Sage,Lopez,sage.lopez1411@example.com,(450) 734-2187,1046 Beach 21St Street,Far Rockaway,NY,11691,40.603356,-73.753845,1987-10-18,,Silver,2024-01-13,False,S0002
C001412,Skyler,Khan,skyler.khan1412@example.com,(343) 770-2259,277 14Th Street,Brooklyn,NY,11215,40.665681,-73.987777,1997-02-23,,None,2023-12-16,True,S0002
C001413,Quinn,Patel,quinn.patel1413@example.com,(328) 362-7335,260 W 35Th Street,New York,NY,10001,40.752344,-73.991785,1950-05-04,,Silver,2023-08-27,False,S0002
C001414,Quinn,Hernandez,quinn.hernandez1414@example.com,(422) 843-5551,15 West 37Th Street,New York,NY,10018,40.750688,-73.983975,1963-09-12,,Gold,2023-10-10,False,S0002
C001415,Harper,Rodriguez,harper.rodriguez1415@example.com,(372) 771-7807,25 Sutton Pl S,New York,NY,10022,40.75648,-73.961299,1978-09-16,,Gold,2024-01-30,True,S0002
C001416,Jamie,Kim,jamie.kim1416@example.com,(464) 876-7208,15 Ocean Avenue,Brooklyn,NY,11225,40.662643,-73.962842,1976-07-18,,None,2023-12-18,True,S0002
C001417,Drew,Khan,drew.khan1417@example.com,(315) 637-4327,270 Saint Nicholas Avenue,New York,NY,10027,40.809727,-73.953035,1983-10-07,,None,2024-05-24,False,S0002
C001418,Jamie,Khan,jamie.khan1418@example.com,(587) 727-1807,10440 Queens Blvd.,Forest Hills,NY,11375,40.723714,-73.848879,1969-07-11,,Silver,2024-07-18,True,S0002
C001419,Parker,Hernandez,parker.hernandez1419@example.com,(346) 310-6271,2220 Frederick Douglass Blvd,New York,NY,10026,40.806739,-73.953666,1969-04-07,,None,2024-04-20,True,S0002
C001420,Morgan,Garcia,morgan.garcia1420@example.com,(778) 269-8022,6187 Strickland Avenue,Brooklyn,NY,11234,40.613206,-73.912157,1999-08-25,,None,2024-01-07,False,S0002
C001421,Skyler,Brown,skyler.brown1421@example.com,(762) 932-7265,149-04 121St Street Fl 1,South Ozone Park,NY,11420,40.668068,-73.819695,1992-02-16,,Silver,2023-11-26,False,S0002
C001422,Avery,Khan,avery.khan1422@example.com,(706) 272-6805,431 Beach 35 Street,Queens,NY,11691,40.596819,-73.767833,2003-05-27,,None,2024-03-18,False,S0002
C001423,Elliot,Kim,elliot.kim1423@example.com,(322) 774-7082,2121 Kings Highway,Brooklyn,NY,11229,40.611179,-73.952321,1952-06-13,,None,2024-03-04,True,S0002
C001424,Drew,Perez,drew.perez1424@example.com,(303) 793-7825,40 Madison St.,New York,NY,10038,40.711865,-73.998756,1962-12-01,,None,2023-10-30,False,S0002
C001425,Sage,Patel,sage.patel1425@example.com,(407) 934-2525,530 Chestnut Ridge Road,Woodcliff Lake,NJ,07677,,,1996-06-13,,Silver,2024-01-29,False,S0002
C001426,Casey,Brown,casey.brown1426@example.com,(777) 796-1351,195 Montague Street,Brooklyn,NY,11201,40.694015,-73.991472,1972-11-26,,None,2024-08-20,False,S0002
C001427,Elliot,Rodriguez,elliot.rodriguez1427@example.com,(907) 330-9523,370 Jay Street,Brooklyn,NY,11201,40.692991,-73.987271,1991-12-17,,Gold,2023-11-04,True,S0002
C001428,Sage,Chen,sage.chen1428@example.com,(349) 854-5566,107-58 132Nd St,South Richmond Hill,NY,11419,40.687105,-73.812342,2007-09-03,,Gold,2024-07-31,True,S0002
C001429,Jamie,Patel,jamie.patel1429@example.com,(439) 269-5632,322 East 61 Apt B,New York,NY,10065,,,1964-08-02,,Silver,2023-07-22,False,S0002
C001430,Taylor,Kim,taylor.kim1430@example.com,(398) 751-4118,104 West 139Th Street,New York,NY,10030,40.816857,-73.939482,1992-06-15,,Platinum,2023-10-27,True,S0002
C001431,Sam,Patel,sam.patel1431@example.com,(891) 925-1260,22 Brevoort Place,Brooklyn,NY,11226,40.680041,-73.954598,1963-03-19,,None,2024-01-12,True,S0002
C001432,Sage,Lee,sage.lee1432@example.com,(320) 632-7374,117-47 125 Street,South Ozone Park,NY,11420,40.675001,-73.812697,1990-02-17,,None,2023-12-09,False,S0002
C001433,Jamie,Chen,jamie.chen1433@example.com,(436) 896-2737,32 Avenue B,New York,NY,10009,40.722475,-73.98312,1991-06-07,,None,2023-09-22,True,S0002
C001434,Quinn,Clark,quinn.clark1434@example.com,(492) 894-9958,1523 Westchester,Bronx,NY,10472,,,1998-03-03,,Gold,2024-04-02,True,S0002
C001435,Quinn,Lee,quinn.lee1435@example.com,(650) 215-6147,2643 Sedgwick Avenue,Bronx,NY,10468,40.869458,-73.904489,1993-08-09,,None,2023-09-07,True,S0002
C001436,Harper,Chen,harper.chen1436@example.com,(238) 407-1355,495 Flatbush Ave.,Brooklyn,NY,11225,40.662162,-73.961739,1983-07-04,,None,2024-03-23,True,S0002
C001437,Parker,Hernandez,parker.hernandez1437@example.com,(892) 484-3395,219 East 2Nd St,New York,NY,10009,40.721676,-73.982651,1970-09-28,,None,2024-03-11,True,S0002
C001438,Logan,Davis,logan.davis1438@example.com,(502) 257-1813,165 E 19Th Street,Brooklyn,NY,11226,40.645663,-73.961381,1961-11-04,,None,2023-11-18,False,S0002
C001439,Taylor,Wang,taylor.wang1439@example.com,(573) 806-4137,176 Seeley St.,Brooklyn,NY,11218,40.654815,-73.975684,1971-12-27,,Silver,2023-10-11,False,S0002
C001440,Jordan,Lopez,jordan.lopez1440@example.com,(793) 379-6854,1341 East 51St Street,Brooklyn,NY,11234,40.627972,-73.926821,1958-07-26,,None,2023-08-30,False,S0002
C001441,Taylor,Kim,taylor.kim1441@example.com,(437) 271-7483,2 Brook Street,Wanaque,NJ,07420,,,1989-09-10,,None,2024-07-29,True,S0002
C001442,Elliot,Garcia,elliot.garcia1442@example.com,(281) 516-4049,254 36Th Street,Brooklyn,NY,11232,40.655951,-74.007158,2006-01-08,,Silver,2023-11-04,False,S0002
C001443,Taylor,Martinez,taylor.martinez1443@example.com,(721) 882-7915,1880 Valentine Avenue,Bronx,NY,10457,40.849106,-73.900907,1994-08-20,,Silver,2023-08-07,True,S0002
C001444,Taylor,Perez,taylor.perez1444@example.com,(337) 582-7509,8 Sherwood Circle,Linden,NJ,07036,,,1967-04-14,,Silver,2024-03-21,True,S0002
C001445,Parker,Zhang,parker.zhang1445@example.com,(241) 685-4272,1755 Broadway Front 3 #1106,New York,NY,10019,40.765743,-73.981954,1996-08-27,,None,2023-11-22,False,S0002
C001446,Skyler,Davis,skyler.davis1446@example.com,(657) 241-1788,2905 Brookhaven Avenue,Far Rockaway,NY,11691,40.598222,-73.762686,2009-11-21,,None,2024-03-02,False,S0002
C001447,Morgan,Lopez,morgan.lopez1447@example.com,(541) 641-8429,520 E 90Th Street,New York,NY,10128,40.77819,-73.944576,1990-01-13,,None,2023-07-04,True,S0002
C001448,Quinn,Zhang,quinn.zhang1448@example.com,(852) 298-9724,70-60 83Rd Street,Glendale,NY,11385,40.708864,-73.866114,1960-02-06,,None,2023-10-27,False,S0002
C001449,Rowan,Chen,rowan.chen1449@example.com,(507) 417-6761,288 Bay 38Th Street 4P,Brooklyn,NY,11214,40.592717,-73.994253,1974-02-18,,Silver,2024-03-25,True,S0002
C001450,Riley,Nguyen,riley.nguyen1450@example.com,(457) 330-4438,2505 Lodovick Avenue,Bronx,NY,10469,40.863053,-73.837069,1985-01-15,,None,2024-02-20,False,S0002
C001451,Reese,Hernandez,reese.hernandez1451@example.com,(344) 649-6197,2042 72Nd Street,Brooklyn,NY,11204,40.61196,-73.988993,1976-12-02,,Silver,2023-11-10,False,S0002
C001452,Sam,Perez,sam.perez1452@example.com,(387) 435-5265,"2 East Broadway, Floor 7",New York,NY,10038,40.713438,-73.997623,1985-04-23,,Gold,2024-07-11,False,S0002
C001453,Harper,Zhang,harper.zhang1453@example.com,(567) 800-1684,545 Island Road,Ramsey,NJ,07446,,,1984-04-08,,None,2024-06-24,True,S0002
C001454,Riley,Chen,riley.chen1454@example.com,(913) 277-2529,101 Greenwich Street,New York,NY,10006,40.708345,-74.013418,1953-04-03,,Gold,2024-03-25,False,S0002
C001455,Elliot,Lopez,elliot.lopez1455@example.com,(855) 591-1097,86 Washington Valley Rd,Warren,NJ,07059,,,1993-01-02,,Silver,2024-07-30,True,S0002
C001456,Skyler,Smith,skyler.smith1456@example.com,(322) 270-4590,1652 Popham Avenue,Bronx,NY,10453,40.849239,-73.920776,1974-03-06,,Silver,2024-04-08,False,S0002
C001457,Logan,Clark,logan.clark1457@example.com,(220) 643-9103,122 34 Nellis Street,Springfield Gardens,NY,11413,40.682469,-73.759224,1963-11-13,,Silver,2023-08-23,False,S0002
C001458,Reese,Khan,reese.khan1458@example.com,(743) 501-1932,2507 New Brunswick Ave.,South Plainfield,NJ,07080,,,1964-08-13,,None,2024-06-21,True,S0002
C001459,Casey,Clark,casey.clark1459@example.com,(280) 347-8859,30 Stillview Road,Stamford,CT,06902,,,1988-11-12,,None,2024-05-14,False,S0002
C001460,Taylor,Zhang,taylor.zhang1460@example.com,(708) 377-2937,5 Union Square West  #1332,New York,NY,10003,40.735453,-73.991549,1959-05-17,,None,2024-08-04,True,S0002
C001461,Alex,Martinez,alex.martinez1461@example.com,(218) 497-4281,420 East 58Th Street 14A,New York,NY,10022,40.758698,-73.961781,2009-04-13,,Silver,2024-08-24,False,S0002
C001462,Sam,Brown,sam.brown1462@example.com,(848) 815-3492,40 Wall Street,New York,NY,10005,40.706784,-74.010132,1990-03-11,,None,2023-07-11,True,S0002
C001463,Quinn,Wang,quinn.wang1463@example.com,(377) 474-3782,1179 East 55Th Street,Brooklyn,NY,11234,40.627893,-73.922985,1962-06-28,,Gold,2023-08-03,True,S0002
C001464,Cameron,Smith,cameron.smith1464@example.com,(716) 364-9766,68 Jay Street,Brooklyn,NY,11201,40.702763,-73.986681,1982-06-09,,None,2023-12-04,False,S0002
C001465,Sam,Nguyen,sam.nguyen1465@example.com,(560) 554-2627,15 East 7Th Street,Brooklyn,NY,11218,40.652364,-73.974985,1982-03-07,,None,2024-03-31,False,S0002
C001466,Reese,Garcia,reese.garcia1466@example.com,(760) 229-8608,390A Lafayette Avenue,Brooklyn,NY,11238,40.688895,-73.959802,1970-01-20,,Silver,2024-02-11,False,S0002
C001467,Drew,Martinez,drew.martinez1467@example.com,(912) 674-6425,164 East 37Th Street,New York,NY,10016,40.747794,-73.977148,1996-12-02,,None,2024-03-02,True,S0002
C001468,Jamie,Smith,jamie.smith1468@example.com,(367) 474-9164,1430 Main Avenue,Clifton,NJ,07011,,,1963-08-28,,Platinum,2024-08-08,True,S0002
C001469,Sam,Chen,sam.chen1469@example.com,(754) 550-9533,2631 Arlington Avenue,Bronx,NY,10463,40.879721,-73.915808,1952-05-30,,Silver,2024-07-02,False,S0002
C001470,Alex,Lee,alex.lee1470@example.com,(331) 872-3248,63 Flushing Ave,Brooklyn,NY,11205,40.69802,-73.974986,1978-01-01,,Silver,2023-10-12,False,S0002
C001471,Skyler,Hernandez,skyler.hernandez1471@example.com,(307) 950-3332,16-00 Route 208 South,Fair Lawn,NJ,07410,,,1974-02-15,,None,2023-10-25,True,S0002
C001472,Logan,Gonzalez,logan.gonzalez1472@example.com,(451) 667-9020,217 Highland Avenue,Bergenfield,NJ,07621,,,1966-02-17,,None,2024-08-14,False,S0002
C001473,Alex,Rodriguez,alex.rodriguez1473@example.com,(674) 299-8156,4252 Union Street Apt 308,Flushing,NY,11355,40.756923,-73.82432,1971-12-04,,Silver,2023-07-10,True,S0002
C001474,Sage,Nguyen,sage.nguyen1474@example.com,(531) 845-2627,317 A Halsey Street,Brooklyn,NY,11216,40.682952,-73.939957,2001-05-01,,Platinum,2024-08-16,False,S0002
C001475,Taylor,Smith,taylor.smith1475@example.com,(552) 939-8324,315 Madison Ave,New York,NY,10017,40.752661,-73.979376,1976-12-22,,None,2023-11-23,False,S0002
C001476,Riley,Davis,riley.davis1476@example.com,(455) 427-1313,140 Elgar Place,Bronx,NY,10475,40.863558,-73.821797,1995-01-14,,None,2024-07-01,True,S0002
C001477,Sam,Gonzalez,sam.gonzalez1477@example.com,(907) 930-4977,428 East 10Th Street,New York,NY,10009,40.725251,-73.976059,2005-05-11,,None,2023-10-12,True,S0002
C001478,Cameron,Lee,cameron.lee1478@example.com,(548) 232-8542,746 4Th Avenue,Brooklyn,NY,11232,40.660859,-73.997628,1999-04-20,,None,2024-02-09,False,S0002
C001479,Sage,Perez,sage.perez1479@example.com,(578) 812-7394,2200 Rt 10 West,Parsippany,NJ,07054,,,1956-08-08,,Silver,2024-06-08,False,S0002
C001480,Skyler,Patel,skyler.patel1480@example.com,(254) 902-1462,1025 Hudson Ave,Ridgefield,NJ,07657,,,1992-02-26,,Silver,2023-08-17,True,S0002
C001481,Casey,Brown,casey.brown1481@example.com,(445) 273-9336,34 Benedict Crescent,Denville,NJ,07834,,,1976-11-16,,Gold,2023-12-29,False,S0002
C001482,Sam,Zhang,sam.zhang1482@example.com,(278) 511-6489,45 South Park Place,Morristown,NJ,07960,,,1994-06-27,,None,2024-05-02,False,S0002
C001483,Cameron,Brown,cameron.brown1483@example.com,(581) 497-3363,"319 Avenue C, Apt 3H",New York,NY,10009,40.731899,-73.974241,1983-07-19,,Gold,2023-08-04,False,S0002
C001484,Sam,Smith,sam.smith1484@example.com,(296) 283-7402,9 Francis J Clarke Circle,Bethel,CT,06801,,,2003-08-27,,None,2024-03-10,True,S0002
C001485,Skyler,Khan,skyler.khan1485@example.com,(802) 930-1741,678 Rockaway Pkwy,Brooklyn,NY,11236,40.652634,-73.910681,2007-04-22,,None,2023-08-08,True,S0002
C001486,Logan,Wang,logan.wang1486@example.com,(600) 276-7468,2359 Flatbush Ave,Brooklyn,NY,11210,40.612636,-73.925696,2004-09-10,,None,2023-11-29,False,S0002
C001487,Drew,Brown,drew.brown1487@example.com,(490) 464-8320,34-16 86Th Street,Jackson Heights,NY,11372,40.753571,-73.881227,1972-05-07,,Gold,2024-08-08,True,S0002
C001488,Sage,Khan,sage.khan1488@example.com,(707) 207-4776,"6115 98Th St, #3H",Rego Park,NY,11374,40.734433,-73.860607,2009-07-04,,None,2024-04-27,False,S0002
C001489,Sam,Lopez,sam.lopez1489@example.com,(825) 397-6881,210 West 70Th Street,New York,NY,10023,40.777708,-73.983597,1983-05-11,,None,2024-08-09,True,S0002
C001490,Skyler,Lee,skyler.lee1490@example.com,(691) 766-8101,877 Rutland Rd,Brooklyn,NY,11203,40.660657,-73.930473,1996-07-09,,None,2024-02-17,True,S0002
C001491,Sage,Kim,sage.kim1491@example.com,(861) 891-8656,242-14 Merrick Boulevard,Rosedale,NY,11422,40.673839,-73.731493,1952-10-20,,None,2023-11-25,True,S0002
C001492,Morgan,Zhang,morgan.zhang1492@example.com,(734) 245-3433,555 Kappock Street,Bronx,NY,10463,40.87807,-73.917484,1964-07-25,,Silver,2023-09-08,True,S0002
C001493,Harper,Zhang,harper.zhang1493@example.com,(720) 430-8562,4012 Avenue J,Brooklyn,NY,11210,40.627578,-73.937258,1960-02-28,,Silver,2024-03-05,True,S0002
C001494,Reese,Gonzalez,reese.gonzalez1494@example.com,(638) 225-2066,40 East 83Rd Street,New York,NY,10028,40.778775,-73.95995,1987-01-06,,None,2023-11-21,False,S0002
C001495,Elliot,Clark,elliot.clark1495@example.com,(758) 228-3298,1055 East Tremont Ave,Bronx,NY,10460,40.840099,-73.879385,2009-10-19,,Silver,2024-08-14,True,S0002
C001496,Sam,Davis,sam.davis1496@example.com,(779) 290-8369,22-21 Parsons Blvd.,Whitestone,NY,11357,40.778954,-73.823569,1966-06-01,,Silver,2023-07-25,False,S0002
C001497,Alex,Wilson,alex.wilson1497@example.com,(555) 811-7271,778 E 9Th St,Brooklyn,NY,11230,40.62997,-73.968131,2003-03-02,,Silver,2023-09-04,False,S0002
C001498,Sage,Smith,sage.smith1498@example.com,(798) 692-9950,134 West 37Th Street,New York,NY,10018,40.752377,-73.988028,1994-08-05,,Gold,2024-05-18,False,S0002
C001499,Logan,Khan,logan.khan1499@example.com,(560) 280-4188,106 W. 32Nd Street,New York,NY,10001,40.748735,-73.98927,1992-04-16,,None,2023-11-08,True,S0002
C001500,Taylor,Lee,taylor.lee1500@example.com,(857) 914-2589,One New York Plaza,New York,NY,10004,40.702628,-74.011689,1985-02-03,,None,2023-07-21,False,S0002
C001501,Logan,Martinez,logan.martinez1501@example.com,(678) 215-2320,12 West 18Th Street,New York,NY,10011,40.738802,-73.992519,1989-12-03,,Silver,2023-10-09,True,S0002
C001502,Drew,Khan,drew.khan1502@example.com,(280) 865-8839,51 East 126Th Street,New York,NY,10035,40.806249,-73.939756,1967-01-20,,None,2023-11-02,False,S0002
C001503,Taylor,Clark,taylor.clark1503@example.com,(807) 459-2751,254-270 Orange Street,Newark,NJ,07103,,,2003-02-23,,Silver,2024-03-23,False,S0002
C001504,Logan,Hernandez,logan.hernandez1504@example.com,(927) 564-3193,8313 Ditmas Avenue,Brooklyn,NY,11236,40.645087,-73.919412,1961-04-09,,Silver,2023-08-25,False,S0002
C001505,Sam,Gonzalez,sam.gonzalez1505@example.com,(635) 771-3372,12 E 49Th Street,New York,NY,10017,40.757642,-73.977043,2002-09-08,,Gold,2023-10-14,True,S0002
C001506,Skyler,Zhang,skyler.zhang1506@example.com,(246) 442-6826,2082 Crotona Avenue,Bronx,NY,10457,40.847797,-73.889108,1990-09-20,,None,2024-06-17,True,S0002
C001507,Parker,Nguyen,parker.nguyen1507@example.com,(730) 701-7367,275 West 22Nd Street,New York,NY,10011,40.744396,-73.998394,1976-09-06,,None,2023-07-16,False,S0002
C001508,Alex,Chen,alex.chen1508@example.com,(924) 841-7008,57 Turner Place,Brooklyn,NY,11218,40.645405,-73.969839,1958-06-05,,None,2024-03-23,True,S0002
C001509,Reese,Kim,reese.kim1509@example.com,(733) 204-4127,969 Hebron Ave,Glastonbury,CT,06033,,,2007-12-30,,Silver,2024-02-16,False,S0002
C001510,Avery,Smith,avery.smith1510@example.com,(911) 968-4811,920 Utica Avenue,Brooklyn,NY,11203,40.650693,-73.930281,1985-01-13,,Silver,2023-09-06,False,S0002
C001511,Riley,Garcia,riley.garcia1511@example.com,(433) 598-1790,139 Fulton Street,New York,NY,10038,40.710385,-74.008051,1984-07-07,,None,2024-06-09,False,S0002
C001512,Logan,Lopez,logan.lopez1512@example.com,(514) 200-8056,9574 114Th St,South Richmond Hill,NY,11419,40.690908,-73.831223,2001-07-02,,None,2023-09-21,True,S0002
C001513,Quinn,Zhang,quinn.zhang1513@example.com,(423) 359-6904,3175 Grand Concourse,Bronx,NY,10468,40.87607,-73.88589,2005-09-23,,Platinum,2024-08-07,False,S0002
C001514,Alex,Brown,alex.brown1514@example.com,(668) 355-3963,103 College Road East,Princeton,NJ,08540,,,1950-07-12,,None,2023-09-30,False,S0002
C001515,Casey,Chen,casey.chen1515@example.com,(450) 997-3236,201 Bay 43 Street,Brooklyn,NY,11214,40.591445,-73.989126,1965-06-24,,None,2024-03-19,False,S0002
C001516,Cameron,Wilson,cameron.wilson1516@example.com,(415) 581-3266,461 West 126Th Street,New York,NY,10027,40.813648,-73.955269,1974-05-22,,None,2023-07-26,True,S0002
C001517,Elliot,Rodriguez,elliot.rodriguez1517@example.com,(858) 931-2369,43 East Third Street,Brooklyn,NY,11218,40.6513,-73.9789,1993-06-10,,None,2023-10-24,False,S0002
C001518,Morgan,Davis,morgan.davis1518@example.com,(633) 389-4920,318 85Th Street,Brooklyn,NY,11209,40.624141,-74.029954,2009-12-28,,Silver,2023-09-07,False,S0002
C001519,Jamie,Khan,jamie.khan1519@example.com,(857) 734-7869,497 Manhattan Avenue,New York,NY,10027,40.807983,-73.954676,1998-10-07,,Silver,2024-06-19,True,S0002
C001520,Parker,Nguyen,parker.nguyen1520@example.com,(396) 348-4938,205 East 42Nd Street,New York,NY,10017,40.750643,-73.974126,1971-10-21,,None,2024-05-07,False,S0002
C001521,Riley,Martinez,riley.martinez1521@example.com,(610) 906-3222,450 7Th Avenue,New York,NY,10123,40.751359,-73.990367,1983-04-26,,None,2023-08-20,True,S0002
C001522,Taylor,Lee,taylor.lee1522@example.com,(258) 960-7753,"53 Elizabeth Street, Unit 2C",New York,NY,10013,40.717094,-73.996652,2004-03-05,,Silver,2023-09-03,True,S0002
C001523,Sage,Nguyen,sage.nguyen1523@example.com,(326) 860-1206,218 Saint Anns Avenue,Bronx,NY,10454,40.806565,-73.917648,1997-08-26,,Silver,2023-11-06,False,S0002
C001524,Taylor,Clark,taylor.clark1524@example.com,(297) 615-6817,47 Woodland Ave,Montclair,NJ,07042,,,1975-04-06,,None,2024-07-11,False,S0002
C001525,Sam,Perez,sam.perez1525@example.com,(470) 663-3961,600 West 57Th Street,New York,NY,10019,40.770366,-73.991548,2006-04-17,,None,2023-10-29,False,S0002
C001526,Harper,Khan,harper.khan1526@example.com,(555) 557-9285,1940 Schenectady Ave,Brooklyn,NY,11234,40.624925,-73.930456,2000-07-10,,Silver,2023-07-19,False,S0002
C001527,Morgan,Lopez,morgan.lopez1527@example.com,(845) 711-4212,14 South Burnt Mill Road,Voorhees,NJ,08043,,,1963-05-19,,Silver,2024-03-19,True,S0002
C001528,Jordan,Wang,jordan.wang1528@example.com,(582) 249-4206,1165 East 54 St,Brooklyn,NY,11234,40.629623,-73.924107,1974-04-22,,None,2023-08-19,True,S0002
C001529,Alex,Hernandez,alex.hernandez1529@example.com,(684) 404-2524,One World Trade Center,New York,NY,10007,40.713099,-74.013062,2001-06-23,,None,2024-03-20,False,S0002
C001530,Alex,Zhang,alex.zhang1530@example.com,(822) 385-3122,60 East 42Nd Street,New York,NY,10165,40.752532,-73.978662,1971-08-08,,Silver,2024-02-01,False,S0002
C001531,Jamie,Perez,jamie.perez1531@example.com,(679) 636-7924,"4 West 43Rd Street, Suite 620",New York,NY,10036,40.754371,-73.980932,1982-09-22,,None,2024-08-16,False,S0002
